kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.channelTitle,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.favoriteCount,statistics.commentCount,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.tags,statistics.likeCount
youtube#video,aucGgBUvdnEZDn6btUZwPoSuQaA,0Y71I7v6fro,2019-01-07T17:30:23Z,UCAVgFwnRKj2Ny8M2emfYm9w,#HerSmell’ cast @amberheard @caradelevingne @alexrossperry @elisabethmossofficial @gaylelouiserankin,"Media Networks Broacasting Bringing the juiciest gossip straight to your screen, Celebrity Scoop keeps you up to date with all things showbiz, beauty and lifestyle. Each item provides a weekly fix of breaking news and plenty of exciting items about Hollywood's hottest men and women. Find out how to live like a star, how to dress like one and who’s hot or who's not in movie, music, fashion and TV land. There is also an in-depth celebrity profile in which we dig up all the details about a certain star. Whether it's about their lifestyle, love life, favorite designers or their chosen profession, Celebrity Scoop covers it all.",https://i.ytimg.com/vi/0Y71I7v6fro/default.jpg,120,90,https://i.ytimg.com/vi/0Y71I7v6fro/mqdefault.jpg,320,180,https://i.ytimg.com/vi/0Y71I7v6fro/hqdefault.jpg,480,360,https://i.ytimg.com/vi/0Y71I7v6fro/sddefault.jpg,640.0,480.0,Celebrity Scoop,24,none,#HerSmell’ cast @amberheard @caradelevingne @alexrossperry @elisabethmossofficial @gaylelouiserankin,"Media Networks Broacasting Bringing the juiciest gossip straight to your screen, Celebrity Scoop keeps you up to date with all things showbiz, beauty and lifestyle. Each item provides a weekly fix of breaking news and plenty of exciting items about Hollywood's hottest men and women. Find out how to live like a star, how to dress like one and who’s hot or who's not in movie, music, fashion and TV land. There is also an in-depth celebrity profile in which we dig up all the details about a certain star. Whether it's about their lifestyle, love life, favorite designers or their chosen profession, Celebrity Scoop covers it all.",PT16S,2d,hd,false,True,rectangular,processed,public,youtube,True,False,False,135,0,0,,,,,
youtube#video,GhdgbpVGDAbAJlZRA4gjmxDEgGE,1iAwKE6anU8,2019-01-11T20:18:21Z,UCAVgFwnRKj2Ny8M2emfYm9w,#HerSmell’ cast @amberheard @caradelevingne @alexrossperry @elisabethmossofficial @gaylelouiserankin,"Media Networks Broacasting Bringing the juiciest gossip straight to your screen, Celebrity Scoop keeps you up to date with all things showbiz, beauty and lifestyle. Each item provides a weekly fix of breaking news and plenty of exciting items about Hollywood's hottest men and women. Find out how to live like a star, how to dress like one and who’s hot or who's not in movie, music, fashion and TV land. There is also an in-depth celebrity profile in which we dig up all the details about a certain star. Whether it's about their lifestyle, love life, favorite designers or their chosen profession, Celebrity Scoop covers it all.",https://i.ytimg.com/vi/1iAwKE6anU8/default.jpg,120,90,https://i.ytimg.com/vi/1iAwKE6anU8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/1iAwKE6anU8/hqdefault.jpg,480,360,https://i.ytimg.com/vi/1iAwKE6anU8/sddefault.jpg,640.0,480.0,Celebrity Scoop,24,none,#HerSmell’ cast @amberheard @caradelevingne @alexrossperry @elisabethmossofficial @gaylelouiserankin,"Media Networks Broacasting Bringing the juiciest gossip straight to your screen, Celebrity Scoop keeps you up to date with all things showbiz, beauty and lifestyle. Each item provides a weekly fix of breaking news and plenty of exciting items about Hollywood's hottest men and women. Find out how to live like a star, how to dress like one and who’s hot or who's not in movie, music, fashion and TV land. There is also an in-depth celebrity profile in which we dig up all the details about a certain star. Whether it's about their lifestyle, love life, favorite designers or their chosen profession, Celebrity Scoop covers it all.",PT16S,2d,hd,false,True,rectangular,processed,public,youtube,True,False,False,48,0,0,,,,,
youtube#video,o-WXa0ii8g9YewS3kBweR9P6nhs,7WpHkG5iLXE,2020-12-11T09:15:02Z,UCIDyH_wRJJirjEpWtG4ss5Q,Amber Heard rimane nel Cast di Aquaman 2 ! finalmente abbiamo tutto spiegato,Ragazzi poi andremmo a Parlare anche  di Spider-man 3,https://i.ytimg.com/vi/7WpHkG5iLXE/default.jpg,120,90,https://i.ytimg.com/vi/7WpHkG5iLXE/mqdefault.jpg,320,180,https://i.ytimg.com/vi/7WpHkG5iLXE/hqdefault.jpg,480,360,https://i.ytimg.com/vi/7WpHkG5iLXE/sddefault.jpg,640.0,480.0,Player 3 Deadpool,22,none,Amber Heard rimane nel Cast di Aquaman 2 ! finalmente abbiamo tutto spiegato,Ragazzi poi andremmo a Parlare anche  di Spider-man 3,PT4M43S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,9,0,0,https://i.ytimg.com/vi/7WpHkG5iLXE/maxresdefault.jpg,1280.0,720.0,['Registrato tramite XRecorder: https://recorder.page.link/Best'],1
youtube#video,i9tdKhj6sUr848Y196sMQf_ekX4,AgYylruAqZI,2016-01-19T01:21:17Z,UCu-OvDRVzfY-5LUFhEYCApw,Connie Nielsen cast as Hippolyta!! Amber Heard as Mera??,"Happy MLK Day, everybody, and welcome to another DC filled edition of the EdWord where today I'll be talking about my reaction to the casting of Connie Nielsen as Hippolyta and the tumors regarding Amber Heard as Mera. Thanks for watching and don't forget to subscribe. Hera, give them strength to subscribe!! Ha ha, also I realized I was saying the name of the Queen of Themyscara wrong and for that I apologize. Mistake corrected.

Batman v Superman: Dawn of Justice opens March 25th, and Wonder Woman opens June 23, 2017 and The Justice League Part One opens Nov 17, 2017",https://i.ytimg.com/vi/AgYylruAqZI/default.jpg,120,90,https://i.ytimg.com/vi/AgYylruAqZI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/AgYylruAqZI/hqdefault.jpg,480,360,https://i.ytimg.com/vi/AgYylruAqZI/sddefault.jpg,640.0,480.0,The EdWord,22,none,Connie Nielsen cast as Hippolyta!! Amber Heard as Mera??,"Happy MLK Day, everybody, and welcome to another DC filled edition of the EdWord where today I'll be talking about my reaction to the casting of Connie Nielsen as Hippolyta and the tumors regarding Amber Heard as Mera. Thanks for watching and don't forget to subscribe. Hera, give them strength to subscribe!! Ha ha, also I realized I was saying the name of the Queen of Themyscara wrong and for that I apologize. Mistake corrected.

Batman v Superman: Dawn of Justice opens March 25th, and Wonder Woman opens June 23, 2017 and The Justice League Part One opens Nov 17, 2017",PT8M49S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,116,0,0,,,,"['Connie Nielsen cast as Hippolyta', 'Warner Bros', 'Gal Gadot', 'Wonder Woman', 'Connie Nielsen is Hippolyta', 'Themyscara', 'Chris Pine', 'Robin Wright Penn', 'Gladiator', 'One Hour Photo', 'Amber Heard as Mera??', 'Amber Heard as Mera casting rumors', 'Batman v Superman: Dawn of Justice', 'Zack Snyder presents new Batman v Superman clip', 'Late Night with Conan', 'Hippolyta', 'The EdWord', 'The Justice League', 'Atlantis', 'Aquaman', 'Mera', 'Amber Heard', 'YouTube Capture']",1
youtube#video,M5WjYEFqFecFMKHBKW26TdIwddU,MGv1DmUmQ4E,2017-11-14T16:16:36Z,UCospYD0cheEiwOH0xNpoFoQ,🔴 Justice League- World Premiere : Amber Heard & Jason Momoa🔵,"Justice League (2017)
Justice League World Premiere from Los Angeles!

Film discription: Fueled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne enlists the help of his newfound ally, Diana Prince, to face an even greater enemy. Together, Batman and Wonder Woman work quickly to find and recruit a team of metahumans to stand against this newly awakened threat. But despite the formation of this unprecedented league of heroes-Batman, Wonder Woman, Aquaman, Cyborg and The Flash-it may already be too late to save the planet from an assault of catastrophic proportions.

Director: Zack Snyder
Cast: Ben Affleck (Bruce Wayne / Batman), Gal Gadot (Diana Prince / Wonder Woman), Jason Momoa (Arthur Curry / Aquaman), Ezra Miller (Barry Allen / The Flash), Henry Cavill (Clark Kent / Superman), Ray Fisher (Victor Stone / Cyborg), Amy Adams (Lois Lane), Amber Heard (Mera), Jeremy Irons (Alfred Pennyworth), J.K. Simmons (Commissioner Gordon)...

DC Comics
TM & © Warner Bros.",https://i.ytimg.com/vi/MGv1DmUmQ4E/default.jpg,120,90,https://i.ytimg.com/vi/MGv1DmUmQ4E/mqdefault.jpg,320,180,https://i.ytimg.com/vi/MGv1DmUmQ4E/hqdefault.jpg,480,360,,,,1º TAKE,1,none,🔴 Justice League- World Premiere : Amber Heard & Jason Momoa🔵,"Justice League (2017)
Justice League World Premiere from Los Angeles!

Film discription: Fueled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne enlists the help of his newfound ally, Diana Prince, to face an even greater enemy. Together, Batman and Wonder Woman work quickly to find and recruit a team of metahumans to stand against this newly awakened threat. But despite the formation of this unprecedented league of heroes-Batman, Wonder Woman, Aquaman, Cyborg and The Flash-it may already be too late to save the planet from an assault of catastrophic proportions.

Director: Zack Snyder
Cast: Ben Affleck (Bruce Wayne / Batman), Gal Gadot (Diana Prince / Wonder Woman), Jason Momoa (Arthur Curry / Aquaman), Ezra Miller (Barry Allen / The Flash), Henry Cavill (Clark Kent / Superman), Ray Fisher (Victor Stone / Cyborg), Amy Adams (Lois Lane), Amber Heard (Mera), Jeremy Irons (Alfred Pennyworth), J.K. Simmons (Commissioner Gordon)...

DC Comics
TM & © Warner Bros.",PT3M28S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,442,0,1,,,,"['Justice League', 'Amber Heard', 'Jason Momoa', 'DC Comics', 'Warner Bros.', 'Cyborg', 'Batman', 'Aquaman', 'Wonder Woman', 'Superman', 'Green Lantern', 'Henry Cavill', 'Gal Gadot', 'Ezra Miller', 'Ray Fisher', 'Ben Affleck']",5
youtube#video,70UEzLTTtr0aXUl-gQEdAHNm028,o5QAQIYQaNc,2020-12-09T09:10:51Z,UCIDyH_wRJJirjEpWtG4ss5Q,Amber Heard fuori dal cast di Aquaman 2 ❓,poi in futuro quando avremo fonti ufficiali ne parlerò di nuovo promesso 😉,https://i.ytimg.com/vi/o5QAQIYQaNc/default.jpg,120,90,https://i.ytimg.com/vi/o5QAQIYQaNc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/o5QAQIYQaNc/hqdefault.jpg,480,360,https://i.ytimg.com/vi/o5QAQIYQaNc/sddefault.jpg,640.0,480.0,Player 3 Deadpool,22,none,Amber Heard fuori dal cast di Aquaman 2 ❓,poi in futuro quando avremo fonti ufficiali ne parlerò di nuovo promesso 😉,PT3M59S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,11,0,0,https://i.ytimg.com/vi/o5QAQIYQaNc/maxresdefault.jpg,1280.0,720.0,['Registrato tramite XRecorder: https://recorder.page.link/Best'],1
youtube#video,dr6BfkXKSfgAGZGWFUf9Nunp6yM,vFGhqKy-WwE,2019-01-12T23:42:50Z,UCTTrrefY6RsSApP9v9eQHqA,"Aquaman - Official Extended Trailer #2  2018  | Jason Momoa, Amber Heard, Willem Dafoe تريلر فيلم","Aquaman - Official Extended Trailer #2  2018  | Jason Momoa, Amber Heard, Willem Dafoe 2019-01-12 22


رابط الاشتراك على القناة :https://www.youtube.com/channel/UCTTrrefY6RsSApP9v9eQHqA?view_as=subscriber",https://i.ytimg.com/vi/vFGhqKy-WwE/default.jpg,120,90,https://i.ytimg.com/vi/vFGhqKy-WwE/mqdefault.jpg,320,180,https://i.ytimg.com/vi/vFGhqKy-WwE/hqdefault.jpg,480,360,https://i.ytimg.com/vi/vFGhqKy-WwE/sddefault.jpg,640.0,480.0,Film Trial,22,none,"Aquaman - Official Extended Trailer #2  2018  | Jason Momoa, Amber Heard, Willem Dafoe تريلر فيلم","Aquaman - Official Extended Trailer #2  2018  | Jason Momoa, Amber Heard, Willem Dafoe 2019-01-12 22


رابط الاشتراك على القناة :https://www.youtube.com/channel/UCTTrrefY6RsSApP9v9eQHqA?view_as=subscriber",PT5M18S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,11,0,0,https://i.ytimg.com/vi/vFGhqKy-WwE/maxresdefault.jpg,1280.0,720.0,"['aquaman', 'aquaman movie', 'aquaman 2018', 'aquaman trailer', 'aquaman ending', 'aquaman easter eggs', 'aquaman scene', 'aquaman post credit scene', 'aquaman full movie', 'aquaman breakdown', 'aquaman cast', 'aquaman clip', 'jason momoa', 'aquaman spoilers', 'aquaman assédio', 'james wan', 'aquaman explained', 'aquaman easter egg', 'aquaman ending scene', 'aquaman all trailers', 'aquaman behind the scenes', 'aquaman ending explained', 'bruce wayne meets aquaman', 'تريلر فيلم اقوىمان']",0
youtube#video,dkm72TcuRAcHN2t-p6Q3r2zcmps,zDc1_BHXVhE,2020-09-04T04:11:10Z,UCVBz-VaRbcHfmqchpP0h9yg,Aquaman Full Movie HD Cast Reel & Real| Jason Momoa| Amber Heard| ABB NEWS,,https://i.ytimg.com/vi/zDc1_BHXVhE/default.jpg,120,90,https://i.ytimg.com/vi/zDc1_BHXVhE/mqdefault.jpg,320,180,https://i.ytimg.com/vi/zDc1_BHXVhE/hqdefault.jpg,480,360,https://i.ytimg.com/vi/zDc1_BHXVhE/sddefault.jpg,640.0,480.0,ABB NEWS,1,none,Aquaman Full Movie HD Cast Reel & Real| Jason Momoa| Amber Heard| ABB NEWS,,PT3M32S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,1017,0,1,https://i.ytimg.com/vi/zDc1_BHXVhE/maxresdefault.jpg,1280.0,720.0,"['Abb news', 'Aquaman', 'Aquaman movie', 'Aquaman Full movie', 'Aquaman Full movie free', 'Aquaman movie cast', 'Aquaman dubbed', 'Aquaman movie dubbed', 'Jason Momoa', 'Amber Heard']",11
